focus,lemma,phrase,meaning_en,contexts_it,register,risk,tags,scenario_prompt,trap,cultural_note,native_sauce,phrase_hint,examples_it,src,tatoeba_it_id
phrase,,Tra qualche minuto atterreremo al Nuovo Aeroporto Internazionale di Tokyo.,In a few minutes we'll be landing at New Tokyo International Airport.,Tra qualche minuto atterreremo al Nuovo Aeroporto Internazionale di Tokyo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3662695
phrase,,Non vogliamo essere in ritardo.,We don't want to be late.,Non vogliamo essere in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3663866
phrase,,Noi non vogliamo essere in ritardo.,We don't want to be late.,Noi non vogliamo essere in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3663867
phrase,,Vuole un bicchiere? Ce n'è uno sul tavolo.,Do you want a glass? There's one on the table.,Vuole un bicchiere? Ce n'è uno sul tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3671372
phrase,,Volete un bicchiere? Ce n'è uno sul tavolo.,Do you want a glass? There's one on the table.,Volete un bicchiere? Ce n'è uno sul tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3671373
phrase,,"Se spiegate tutto in gergo medico, è impossibile che capiscano tutti immediatamente.","If you explain everything in medical jargon, it's impossible that everyone understands immediately.","Se spiegate tutto in gergo medico, è impossibile che capiscano tutti immediatamente.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3683827
phrase,,Vedi il tuo tavolo?,Do you see your table?,Vedi il tuo tavolo?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3687509
phrase,,Tu vedi il tuo tavolo?,Do you see your table?,Tu vedi il tuo tavolo?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3687510
phrase,,Vede il suo tavolo?,Do you see your table?,Vede il suo tavolo?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3687511
phrase,,Lei vede il suo tavolo?,Do you see your table?,Lei vede il suo tavolo?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3687512
phrase,,Vedete il vostro tavolo?,Do you see your table?,Vedete il vostro tavolo?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3687513
phrase,,Voi vedete il vostro tavolo?,Do you see your table?,Voi vedete il vostro tavolo?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3687514
phrase,,Non si sa l'orario preciso del loro arrivo.,The precise time of their arrival is not known.,Non si sa l'orario preciso del loro arrivo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3689379
phrase,,A che ora è il tuo volo?,What time's your flight?,A che ora è il tuo volo?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3695975
phrase,,A che ora è il suo volo?,What time's her flight?,A che ora è il suo volo?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3695976
phrase,,A che ora è il vostro volo?,What time's your flight?,A che ora è il vostro volo?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3695977
phrase,,"Avanti, sbrigatevi.","Come on, hurry up.","Avanti, sbrigatevi.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3700122
phrase,,Lei era in ritardo al lavoro perché ha dormito troppo.,She was late to work because she overslept.,Lei era in ritardo al lavoro perché ha dormito troppo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3710236
phrase,,Era in ritardo al lavoro perché ha dormito troppo.,She was late to work because she overslept.,Era in ritardo al lavoro perché ha dormito troppo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3710237
phrase,,Io vorrei prenotare un tavolo per due.,I'd like to reserve a table for two.,Io vorrei prenotare un tavolo per due.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3711244
phrase,,Verremo pagate bene.,We'll be well paid.,Verremo pagate bene.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3747598
phrase,,Noi verremo pagate bene.,We'll be well paid.,Noi verremo pagate bene.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3747599
phrase,,Verranno pagate bene.,They'll be well paid.,Verranno pagate bene.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3747602
phrase,,Loro verranno pagate bene.,They'll be well paid.,Loro verranno pagate bene.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3747603
phrase,,Bisognerà aspettare almeno un'ora per ottenere un biglietto.,You'll have to wait at least an hour to get a ticket.,Bisognerà aspettare almeno un'ora per ottenere un biglietto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3753718
phrase,,Servirà un biglietto per viaggiare in autobus.,You'll need a ticket to travel by bus.,Servirà un biglietto per viaggiare in autobus.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3753719
phrase,,Vorrei cambiare il mio biglietto.,I'd like to change my ticket.,Vorrei cambiare il mio biglietto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3753829
phrase,,Io vorrei cambiare il mio biglietto.,I'd like to change my ticket.,Io vorrei cambiare il mio biglietto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3753830
phrase,,Vorrei annullare il mio biglietto.,I'd like to cancel my ticket.,Vorrei annullare il mio biglietto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3753836
phrase,,Io vorrei annullare il mio biglietto.,I'd like to cancel my ticket.,Io vorrei annullare il mio biglietto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3753838
phrase,,Questa è la chiamata d'imbarco finale per il volo 731 di Japan Airlines.,This is the final boarding call for Japan Airlines Flight 731.,Questa è la chiamata d'imbarco finale per il volo 731 di Japan Airlines.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3753874
phrase,,Il mio bagaglio è stato danneggiato.,My luggage has been damaged.,Il mio bagaglio è stato danneggiato.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3755825
phrase,,Il diavolo dove si sente a casa?,Where does the devil feel at home?,Il diavolo dove si sente a casa?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3764833
phrase,,Hai avvisato la sicurezza?,Did you notify security?,Hai avvisato la sicurezza?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3766584
phrase,,Ha avvisato la sicurezza?,Did you notify security?,Ha avvisato la sicurezza?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3766585
phrase,,Avete avvisato la sicurezza?,Did you notify security?,Avete avvisato la sicurezza?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3766586
phrase,,Le maniche di questo cappotto devono essere allungate.,The sleeves of this coat have to be lengthened.,Le maniche di questo cappotto devono essere allungate.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3775257
phrase,,Ho un biglietto andata e ritorno per Osaka.,I have a round-trip ticket to Osaka.,Ho un biglietto andata e ritorno per Osaka.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3776306
phrase,,Io ho un biglietto andata e ritorno per Osaka.,I have a round-trip ticket to Osaka.,Io ho un biglietto andata e ritorno per Osaka.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3776307
phrase,,Era la volontà di Dio.,It was God's will.,Era la volontà di Dio.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3777418
phrase,,È stata la volontà di Dio.,It was God's will.,È stata la volontà di Dio.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3777419
phrase,,Il treno sta partendo! Sbrigatevi!,The train is leaving! Hurry up!,Il treno sta partendo! Sbrigatevi!,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3779007
phrase,,Sbrigatevi! Il treno sta per partire.,Hurry up! The train is about to leave.,Sbrigatevi! Il treno sta per partire.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3779011
phrase,,Fai attenzione. Il pavimento è scivoloso.,Be careful. The floor is slippery.,Fai attenzione. Il pavimento è scivoloso.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3783550
phrase,,Faccia attenzione. Il pavimento è scivoloso.,Be careful. The floor is slippery.,Faccia attenzione. Il pavimento è scivoloso.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3783551
phrase,,Perché il tavolo è così traballante?,Why is the table so wobbly?,Perché il tavolo è così traballante?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3784157
phrase,,Perché il tavolo traballa così tanto?,Why is the table so wobbly?,Perché il tavolo traballa così tanto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3784159
phrase,,Tom ha lasciato le sue chiavi sul tavolo.,Tom left his keys on the table.,Tom ha lasciato le sue chiavi sul tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3787278
phrase,,Perché si sta nascondendo sotto al tavolo?,Why is he hiding under the table?,Perché si sta nascondendo sotto al tavolo?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3789955
phrase,,Perché lui si sta nascondendo sotto al tavolo?,Why is he hiding under the table?,Perché lui si sta nascondendo sotto al tavolo?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3789956
phrase,,Sbrigatevi! Mancano solo trenta minuti prima che il treno parta.,Hurry up! There's only 30 minutes left before the train leaves.,Sbrigatevi! Mancano solo trenta minuti prima che il treno parta.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3790027
phrase,,"Il pavimento è scivoloso, quindi fai attenzione.","The floor is slippery, so be careful.","Il pavimento è scivoloso, quindi fai attenzione.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3797598
phrase,,"Il pavimento è scivoloso, quindi faccia attenzione.","The floor is slippery, so be careful.","Il pavimento è scivoloso, quindi faccia attenzione.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3797599
phrase,,"Il pavimento è scivoloso, quindi fate attenzione.","The floor is slippery, so be careful.","Il pavimento è scivoloso, quindi fate attenzione.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3797600
phrase,,Queste frasi non sono collegate direttamente.,These sentences are not directly linked.,Queste frasi non sono collegate direttamente.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3803910
phrase,,Ero in ritardo per la scuola ieri.,I was late for school yesterday.,Ero in ritardo per la scuola ieri.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3804357
phrase,,Io ero in ritardo per la scuola ieri.,I was late for school yesterday.,Io ero in ritardo per la scuola ieri.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3804358
phrase,,Siamo troppo in ritardo.,We're too late.,Siamo troppo in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3806517
phrase,,Noi siamo troppo in ritardo.,We're too late.,Noi siamo troppo in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3806518
phrase,,Eravamo troppo in ritardo.,We were too late.,Eravamo troppo in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3806519
phrase,,Noi eravamo troppo in ritardo.,We were too late.,Noi eravamo troppo in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3806520
phrase,,Ha riparato il tavolo rotto.,He fixed the broken table.,Ha riparato il tavolo rotto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3813748
phrase,,Lui ha riparato il tavolo rotto.,He fixed the broken table.,Lui ha riparato il tavolo rotto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3813766
phrase,,Tom vuole che gli dia un passaggio per andare in aeroporto?,Does Tom want me to drive him to the airport?,Tom vuole che gli dia un passaggio per andare in aeroporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3815455
phrase,,Tom vuole che io gli dia un passaggio per andare in aeroporto?,Does Tom want me to drive him to the airport?,Tom vuole che io gli dia un passaggio per andare in aeroporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3815456
phrase,,Ha usato questo tavolo.,He used this table.,Ha usato questo tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3828676
phrase,,Il mio volo parte tra tre ore.,My flight leaves in three hours.,Il mio volo parte tra tre ore.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,3834140
